Area,Quartos,Banheiros,Vagas,Bairro,Preco
209,1,2,1,Centro,6355.330739433941
236,3,1,3,Dornelas,7236.636327862532
156,5,1,0,Porto,5756.556439050687
85,5,2,0,Barra,4380.562659004445
243,1,2,3,Barra,6835.521188389274
43,2,4,1,Porto,3728.1086801117203
57,4,1,0,Barra,3462.259280569973
107,2,2,0,Aeroporto,3983.436105251103
245,2,2,2,Centro,6880.923895865416
183,1,2,2,Centro,5387.923095634115
43,1,4,1,Centro,3233.1788705354634
216,1,4,3,Barra,6756.38029944206
36,1,3,1,Barra,2466.469358747921
32,5,1,3,Dornelas,3575.245674903015
140,1,3,0,Dornelas,5047.156732010899
267,5,2,2,Centro,8563.850618637574
268,5,4,1,Aeroporto,8074.747872561816
256,1,4,1,Dornelas,7292.122793214264
44,3,3,3,Dornelas,3478.7583797868597
221,4,4,3,Barra,7473.07502089786
148,2,2,1,Aeroporto,4706.596083592589
57,5,4,3,Centro,4620.588604348999
231,4,3,1,Dornelas,7056.216157006651
68,3,2,1,Aeroporto,3428.0863296204525
260,2,3,1,Aeroporto,7109.848090788172
115,2,4,0,Centro,3967.637827499433
155,5,3,3,Aeroporto,6713.243006125415
54,1,3,2,Aeroporto,3302.192413554168
174,3,1,2,Aeroporto,5435.924818768751
42,5,4,3,Dornelas,4344.70476243515
241,3,4,1,Centro,7327.086413170609
54,1,3,2,Aeroporto,3453.9307194527164
97,1,1,2,Aeroporto,3964.322173693278
96,5,4,3,Dornelas,5459.1734320616315
262,1,2,2,Centro,7545.882661046337
138,4,3,1,Barra,5453.821694733481
175,2,4,3,Dornelas,5915.818640281017
140,5,2,1,Centro,5597.0441577590855
257,3,4,2,Aeroporto,7822.981991692989
140,4,2,2,Centro,5486.363070314139
63,5,3,1,Centro,4305.336680641241
140,1,4,0,Centro,4927.1501106227215
293,1,4,2,Barra,8089.7803755336345
265,1,1,0,Centro,6863.064622624371
112,1,3,2,Barra,4024.8487334008496
71,3,2,0,Aeroporto,3190.745962718016
130,4,4,0,Barra,4978.853933575007
35,2,4,0,Aeroporto,3044.45388742155
209,3,2,1,Aeroporto,5753.588264539919
255,3,3,0,Barra,7638.3975858292315
258,2,1,0,Dornelas,7206.5873493157105
179,2,1,0,Porto,5054.454853254345
227,1,4,2,Centro,6339.215728043176
99,3,2,0,Porto,3889.6723595081776
141,5,4,2,Centro,6253.953959677795
33,2,2,0,Centro,2407.3504450177716
124,2,1,0,Aeroporto,3851.195401547939
181,4,3,1,Centro,6852.548799715838
166,5,2,2,Centro,6536.231790575435
276,5,1,0,Barra,7638.858971405475
272,2,4,2,Porto,7490.600207601142
60,1,2,2,Barra,2968.2456705975574
69,4,3,3,Centro,4476.63580516239
258,5,4,1,Aeroporto,8284.049796840829
65,2,4,1,Barra,3516.170821858085
252,5,1,1,Barra,7667.874893840465
35,4,2,3,Dornelas,4033.7885100150575
249,4,4,3,Centro,8533.875255611065
104,3,3,1,Aeroporto,4367.977873167307
33,2,2,3,Barra,2864.212382236676
163,4,3,3,Barra,6120.831716455033
147,3,4,3,Aeroporto,6035.160228113036
123,3,3,1,Centro,4903.1716385121745
91,5,1,1,Dornelas,4431.305677249996
223,5,3,1,Barra,7372.799475470271
232,3,2,3,Dornelas,7114.553951797117
55,5,3,1,Porto,3606.8836130289747
202,4,3,3,Centro,7270.743625904417
162,1,1,0,Porto,4524.749007036154
147,4,3,3,Porto,5965.060117359142
241,3,3,2,Porto,7186.5999233902085
254,3,4,1,Centro,8185.205324703262
49,4,4,1,Centro,3810.806554697039
142,5,2,2,Aeroporto,6018.0100710044735
169,5,4,3,Dornelas,6443.090872542934
76,3,4,0,Dornelas,4178.692516139223
30,2,4,2,Aeroporto,3118.8576706316558
119,5,4,2,Aeroporto,5331.11073301478
171,4,1,3,Porto,6026.098484465253
67,5,4,1,Aeroporto,4659.87966744004
168,4,1,3,Barra,5355.7952901614835
288,3,1,2,Dornelas,8135.686201872703
190,5,4,2,Aeroporto,6326.68229491748
207,4,3,1,Barra,6548.583799119198
39,3,1,1,Barra,3187.2915912252365
290,2,3,1,Barra,7804.554491651987
167,4,3,3,Barra,5996.5300088977565
201,2,4,1,Porto,6270.51556775383
42,2,2,2,Barra,3456.976584540888
197,1,4,2,Porto,5682.079438198493
159,5,2,0,Porto,5417.1725220901635
113,4,2,3,Barra,5384.357920794907
130,2,4,0,Dornelas,5364.4255858844335
294,1,4,2,Barra,8104.142193927429
67,3,2,0,Barra,3080.2368243683395
123,4,4,2,Barra,5983.96087545229
124,2,2,0,Dornelas,4778.610597937299
98,5,3,1,Centro,5229.736746940558
265,1,4,0,Centro,7246.899412765645
166,2,3,1,Porto,5407.74266479049
105,5,1,1,Porto,4509.909979738793
64,2,3,3,Dornelas,3912.7128261538946
30,4,3,1,Aeroporto,3512.750359532834
89,4,2,1,Centro,4649.854260284351
296,4,3,0,Porto,8100.655980753811
258,1,4,2,Centro,7954.124112504885
299,4,2,3,Dornelas,8908.28303500329
242,5,1,1,Dornelas,7611.766448964729
194,2,4,3,Aeroporto,6796.635214819651
34,3,1,0,Aeroporto,2152.1049376216124
107,5,3,1,Dornelas,5131.043605323384
91,5,4,0,Porto,4587.136362160196
161,4,4,3,Centro,6178.035143658636
118,1,1,0,Barra,3796.67749440123
266,2,4,3,Aeroporto,8497.889137896105
71,1,4,0,Barra,2909.9805638735616
118,2,4,3,Porto,4951.929847237632
133,2,3,2,Aeroporto,5020.135733768693
43,1,1,0,Barra,2240.769550414045
208,5,4,0,Porto,7031.717986871065
154,2,2,2,Centro,5055.195909138544
52,1,2,2,Porto,2898.196685735041
92,2,2,0,Aeroporto,3350.8090057460186
172,3,2,2,Dornelas,5342.519573755361
182,5,3,1,Centro,7038.648055128433
174,4,4,3,Barra,6869.5964549605105
254,2,1,3,Aeroporto,7042.91524421277
133,3,4,3,Dornelas,5717.268672051426
133,4,3,1,Porto,5528.57950317889
68,4,2,2,Dornelas,4116.084914194521
227,2,3,2,Aeroporto,6966.004388690329
163,1,4,0,Aeroporto,5035.629449781538
96,2,1,2,Dornelas,4247.995934643486
208,3,3,0,Porto,6440.196431483171
71,4,1,1,Dornelas,3818.5129859014687
44,2,3,3,Aeroporto,2912.4847278219922
140,1,1,3,Aeroporto,4571.738963575427
186,2,1,3,Barra,5562.011270626387
260,5,2,2,Barra,7890.4293183678765
186,1,1,0,Centro,5066.15609292097
67,3,2,0,Aeroporto,3023.4412670251936
126,4,4,1,Barra,5901.192850754241
283,2,4,2,Dornelas,8592.8347654971
225,1,2,1,Porto,6630.091875536065
115,5,2,0,Dornelas,4644.276245111109
39,1,3,0,Porto,2497.8134374777233
34,5,3,3,Barra,3556.623093698976
152,3,3,2,Centro,5616.076280700734
147,4,4,0,Dornelas,5510.468254145856
188,3,3,3,Dornelas,6869.89600161039
257,2,1,2,Dornelas,7040.94258047456
245,1,1,1,Porto,6617.0948334235045
213,5,3,2,Barra,7461.030222397129
44,5,1,2,Dornelas,4205.909688026197
186,1,4,0,Dornelas,5400.138944215069
165,1,1,0,Centro,5164.808309946699
290,2,4,2,Centro,8786.610217600182
186,3,2,0,Barra,5526.655290493241
76,5,2,0,Barra,4321.7833341182895
202,2,2,0,Aeroporto,5824.036240756557
159,3,2,3,Centro,5823.130935011648
124,2,1,3,Aeroporto,4224.016128257
144,5,3,2,Porto,5700.222637137704
272,1,1,0,Aeroporto,7202.453023946481
98,1,4,3,Dornelas,4460.170704739371
177,3,1,2,Aeroporto,5785.532500382865
40,4,1,0,Barra,2702.2751545831115
283,3,4,1,Porto,8015.03676344459
67,4,2,0,Dornelas,4010.4962023124854
163,2,2,0,Aeroporto,4622.605947112117
229,2,2,3,Porto,6676.196558023682
52,5,3,2,Porto,4048.506852768058
247,4,4,2,Dornelas,8067.843150460013
170,5,4,3,Aeroporto,6655.226678745961
133,1,1,0,Porto,4058.9549452739807
239,4,3,1,Porto,7553.213938954453
140,3,2,0,Centro,5233.659386364832
133,1,3,0,Porto,4113.549047833043
200,1,4,1,Centro,6228.961225517801
162,3,4,3,Aeroporto,6338.690715469234
156,1,1,2,Aeroporto,4893.661796893468
135,4,1,3,Aeroporto,4806.785137129734
121,5,4,3,Barra,5907.8699750880505
80,1,2,0,Aeroporto,2555.4436876562972
58,4,2,2,Porto,3721.7337255150924
243,2,3,2,Dornelas,7734.441754186494
296,4,4,3,Centro,9033.026820682753
286,5,4,1,Barra,8611.419238627104
130,4,2,3,Aeroporto,5441.007445393215
139,3,2,1,Aeroporto,4494.299621197589
211,5,4,2,Dornelas,7411.81124252874
30,2,1,3,Dornelas,2899.110284395438
84,3,4,0,Barra,3971.428538077649
178,4,4,3,Centro,6851.007503197257
166,5,2,2,Aeroporto,6256.046427578759
231,2,2,0,Barra,6525.386520884141
146,3,1,0,Porto,4786.704599073851
183,2,1,1,Porto,5275.21943018249
92,4,3,0,Barra,4432.515278817239
273,2,4,0,Aeroporto,7529.0668299750605
54,1,2,3,Barra,3194.451402481446
119,3,1,2,Aeroporto,4305.7669937205055
104,2,3,1,Dornelas,4284.357756405115
239,4,3,3,Barra,7482.510551861997
46,4,2,0,Aeroporto,3111.248097498441
157,2,2,0,Barra,4737.249784092789
280,4,3,1,Barra,7971.488387459502
208,5,1,2,Aeroporto,6774.665286963847
211,5,3,1,Aeroporto,7073.184943964415
181,5,4,3,Centro,7415.718433737143
54,1,4,1,Barra,3072.2186076062253
209,2,2,0,Porto,6032.013211709189
227,1,1,3,Barra,6477.699393068416
190,4,1,0,Barra,6011.193451957899
206,1,4,2,Aeroporto,6063.586579299465
92,4,3,0,Barra,4377.3408705677975
179,4,2,0,Barra,5971.0350740136655
183,3,3,1,Porto,6011.794616726986
185,5,3,0,Aeroporto,5828.380585407229
78,4,3,3,Barra,4550.12240599337
113,3,1,3,Dornelas,5213.132759849311
206,5,4,2,Centro,7479.990182810754
177,4,1,3,Porto,5857.980725536169
147,4,4,1,Barra,5883.337139927849
92,1,2,2,Dornelas,3868.094552616643
218,1,2,3,Barra,6658.183791354104
78,5,3,1,Barra,4145.532961022778
286,4,4,3,Aeroporto,8952.845063143748
253,2,4,3,Aeroporto,7757.6055153128655
170,1,4,0,Aeroporto,5214.463365764864
244,5,3,3,Dornelas,8264.671829480423
240,4,3,3,Barra,8007.3643703995895
61,4,2,1,Centro,4088.0788450071127
187,2,1,1,Porto,5154.245171981568
173,5,4,0,Aeroporto,6515.039546688871
48,4,4,3,Aeroporto,3993.82784874187
47,1,1,0,Barra,2308.218524503879
286,2,4,3,Barra,8388.299247750423
107,5,3,2,Dornelas,5252.439252800435
204,2,3,2,Dornelas,6777.926874276766
223,1,4,0,Aeroporto,6289.070510037697
142,5,3,0,Barra,5310.113467904208
143,2,3,0,Centro,4961.617536007568
251,3,4,1,Porto,7614.673679202619
195,1,2,1,Barra,5907.303696074263
161,1,1,1,Barra,4870.773671237208
293,1,3,0,Dornelas,7497.366180313239
84,3,2,3,Porto,4751.297479169723
160,3,3,2,Aeroporto,5716.193827744495
295,4,3,0,Barra,8718.847684499753
191,2,1,1,Aeroporto,5432.071391605693
116,4,3,1,Barra,5103.339811176363
84,2,1,0,Aeroporto,3389.8671261296013
207,3,1,0,Porto,6244.548677938564
37,3,1,1,Dornelas,3104.342076344556
276,4,2,3,Porto,8438.049250018244
284,5,4,1,Centro,8901.228317201472
83,4,2,1,Dornelas,4067.0634895109847
278,2,4,0,Porto,7793.151877581049
268,4,4,3,Centro,8943.282018085267
258,1,1,1,Barra,6604.319824805848
96,2,3,1,Barra,4336.292991428597
80,2,1,2,Aeroporto,3763.1541863715447
126,5,3,0,Dornelas,5140.919770231645
121,3,4,2,Barra,4960.76982405093
293,2,1,2,Dornelas,7824.9062352736655
125,3,3,1,Barra,4976.903167047299
117,4,2,0,Aeroporto,4408.858246558238
107,1,3,3,Porto,4628.050669716786
149,5,1,1,Aeroporto,5486.016715379613
194,3,2,3,Centro,6589.861762060184
211,2,3,3,Barra,6311.0226190328685
252,3,3,0,Centro,7161.046045893123
36,2,3,2,Centro,3290.2523125704515
292,3,3,0,Dornelas,7656.851093461291
190,2,3,3,Barra,6503.159352411018
180,4,2,1,Centro,6210.4615389069195
114,2,4,3,Porto,5690.773242398684
176,2,2,1,Centro,6246.979062654028
141,1,2,1,Porto,4424.637732688121
65,2,2,0,Dornelas,3173.4157493671714
217,1,4,3,Centro,7188.895378500508
111,5,1,2,Aeroporto,5195.793152479509
31,1,4,3,Dornelas,2710.4927356409958
226,4,2,3,Porto,6773.406133661329
40,1,3,2,Dornelas,2794.4912986114045
263,5,3,0,Centro,8355.684395793465
224,4,2,3,Barra,7354.218397626899
148,3,3,3,Barra,5927.442863745962
49,3,2,1,Porto,2830.075617908673
290,1,3,3,Porto,7370.96403425778
285,1,4,2,Barra,8164.503548825536
251,5,1,1,Porto,7262.950931758692
255,5,1,0,Dornelas,7045.378033902841
82,2,4,1,Aeroporto,3926.2659364898454
110,5,4,2,Aeroporto,5548.29392205467
231,2,2,2,Dornelas,6789.485716969681
187,4,2,1,Aeroporto,5975.537903454378
149,1,2,0,Centro,4690.159441963523
88,4,3,1,Dornelas,4417.354309399804
244,5,2,0,Porto,7042.988222014958
157,4,4,1,Dornelas,5911.329830752392
253,4,1,2,Barra,7590.319976253453
238,4,3,3,Porto,7740.419635344125
144,5,2,3,Barra,5922.014951491705
238,4,3,0,Porto,6961.212879536655
43,2,3,0,Aeroporto,2714.6242094660834
38,5,2,0,Dornelas,2865.7337383892864
69,4,3,2,Centro,4424.619165971348
266,5,1,1,Porto,8127.214426953392
230,3,4,2,Porto,6931.466966989474
275,2,4,3,Barra,8003.5180816705615
264,4,1,0,Aeroporto,7362.276694677533
33,3,3,1,Barra,3373.2106586068708
183,3,2,3,Barra,6047.943845924962
58,5,3,3,Aeroporto,4086.937417683526
138,3,1,3,Centro,4767.769214395979
127,2,3,2,Barra,4865.8595323270265
244,2,4,0,Barra,7590.519010035936
104,1,3,3,Porto,4299.339615491169
175,2,1,0,Aeroporto,4994.430255204072
157,3,4,2,Dornelas,6070.520577691746
71,2,3,3,Centro,4067.2269990128493
70,5,3,2,Centro,4446.746406934967
63,1,4,2,Aeroporto,3615.8199789194264
46,3,2,0,Porto,2976.4403807779386
194,1,4,3,Porto,6234.403312983414
182,3,2,2,Aeroporto,5646.158493180437
105,5,1,3,Porto,5175.87698298369
116,1,1,0,Centro,4036.1756863332776
146,4,4,2,Centro,5981.769790658174
